,Index,Author,Date published,Category,Section,Url,Headline,Description,Keywords,Second headline,Article text,word_count
123,974,"Chad Myers, CNN Meteorologist
Produced by Monica Garrett, Nick Scott and Judson Jones",2019-09-04 15:10:42,news,weather,https://www.cnn.com/2019/09/04/weather/climate-change-skeptic/index.html,I am a CNN meteorologist. I used to be a climate change skeptic - CNN,I've been a meteorologist at CNN since 1999. And for a long time I didn't think that global warming gasses would overwhelm the earth enough to change its climate. One big number ultimately changed my mind. ,"weather, I am a CNN meteorologist. I used to be a climate change skeptic - CNN",I am a CNN meteorologist. I used to be a climate crisis skeptic," (CNN)I've been a meteorologist at CNN since 1999. And for a long time I didn't think that global warming gasses would overwhelm the earth enough to change its climate. As a skeptic, I didn't deny climate change existed. I was questioning the data behind the science. One big number ultimately changed my mind. Watch this video to learn what it is:JUST WATCHEDI used to be a climate skeptic. This fact changed my mindReplayMore Videos ...MUST WATCHI used to be a climate skeptic. This fact changed my mind 00:51That was on April 23, 2013. After that day I started attending climate conferences, and continued to consume more and more of the data coming in about climate change. I like to say that I didn't go from denier to believer; I went from skeptic to scholar. And along the way I learned a lot about the climate crisis that I hope will help YOU better understand it as well. Read MoreFor instance, I quickly learned the problem was way bigger than just carbon dioxide: JUST WATCHEDIt's not only CO2. These greenhouse gasses are just as badReplayMore Videos ...MUST WATCHIt's not only CO2. These greenhouse gasses are just as bad 01:26Over the last millennium, the concentration of these gasses in the atmosphere has gone up and down. In tandem, global temperatures have also become warmer, colder and then warmer again. That's why so many skeptics say climate change is cyclical, and point to that as evidence against global warming. But what we're experiencing now is much more extreme than in the past:JUST WATCHEDClimate change is cyclical, but this is worseReplayMore Videos ...MUST WATCHClimate change is cyclical, but this is worse 01:19As this alarming rate of warming continues, it is evident that humans are responsible. And not always in the ways you might think: JUST WATCHEDCar exhaust isn't the only climate change contributorReplayMore Videos ...MUST WATCHCar exhaust isn't the only climate change contributor 01:15All of these issues are contributing to global warming -- a term that often gets misused, especially during an epic snowstorm or freezing spell during the winter months. The problem is that people are only looking at the weather out their windows: JUST WATCHEDIt's snowing. Where is global warming? ReplayMore Videos ...MUST WATCHIt's snowing. Where is global warming?  01:09When you look at the crisis from a global perspective, you start to see evidence of a devastating future:JUST WATCHEDWhat we'll have to endure as the climate crisis gets worseReplayMore Videos ...MUST WATCHWhat we'll have to endure as the climate crisis gets worse 01:18Maybe you see the climate crisis as I do now. Maybe you need some more time to gather your own evidence and look closely at the facts. Whenever you're ready, the next step is to figure out how you can start making a difference: JUST WATCHEDWhat you can actually do to slow the climate crisisReplayMore Videos ...MUST WATCHWhat you can actually do to slow the climate crisis 01:13Contributing video editors: Jeffrey Kopp, Lacey RussellMotion graphics: Melody Shih",497
124,981,"AJ Willingham, CNN",2019-07-10 18:37:21,news,world,https://www.cnn.com/2019/07/10/world/antarctica-ice-sheet-sea-levels-trnd/index.html,"Antarctica's ice is degrading faster than we thought, and there may be no way to stop the consequences  - CNN",A new study predicts the eroding ice sheets at the Southern pole could trigger a serious rise in sea levels even if climate change is addressed. ,"world, Antarctica's ice is degrading faster than we thought, and there may be no way to stop the consequences  - CNN","Antarctica's ice is degrading faster than we thought, and there may be no way to stop the consequences "," (CNN)There are plenty of ominous indicators of the consequences of climate change, but few are more worrying to scientists than the ice sheets of Antarctica at our planet's southern pole. These ice sheets have been melting for quite some time, and it doesn't take a degree in physics to understand the risk there. As the ice melts it flows into the ocean, causing sea levels to rise. And rising sea levels are obviously a huge problem. JUST WATCHEDDon't believe these climate change liesReplayMore Videos ...MUST WATCHDon't believe these climate change lies 02:35Now, new NASA-funded research published in the journal PNAS reveals a concerning complication. Scientists from the Georgia Institute of Technology, NASA Jet Propulsion Laboratory and the University of Washington ran hundreds of simulations to predict how one large ice sheet, Thwaites Glacier, could degrade over the next 50 to 800 years. The results showed the glacier was more in danger of becoming unstable that previously thought. The Thwaites Glacier.Read MoreSmall changes could lead to a watershed moment ""Unstable"" here means something very specific. An ""instability"" in an ice sheet essentially makes it a frozen, ticking time bomb. The area of the glacier behind where it cantilevers over the water is eaten away, which can cause the glacier's ice to break off and flow faster out to sea and add to rising sea levels. What's more ominous, the research finds, is that once this instability is triggered it's hard, if not impossible, to stop. ""If you trigger this instability, you don't need to continue to force the ice sheet by cranking up temperatures. It will keep going by itself, and that's the worry,"" lead author Alexander Robel said in a release. In other words, even if climate change was magically reversed, it wouldn't necessarily stop the dangerous and rapid rise in sea levels that could be triggered by unstable ice sheets. JUST WATCHEDHow climate change will impact your regionReplayMore Videos ...MUST WATCHHow climate change will impact your region 01:57The 'worst-case' scenarioRobel, an assistant professor at Georgia Tech's School of Earth and Atmospheric Sciences, says the ""worst-case scenario"" could be a rise of two or three feet from  the Thwaites glacier alone. While Robel suggests engineers and planners start building future critical infrastructure farther away from the sea-level line, you don't need to pack up your coastal homes like it's high tide yet. This potential acceleration of sea level rise could come into full effect 200 to 600 years from now. This seems like a long time from now, because we will all be dead by then. But the Earth and its future generations hopefully won't be, and climate scientists want to keep it that way. ",445
125,991,"Scottie Andrew, CNN",2020-09-14 17:15:04,news,weather,https://www.cnn.com/2020/09/14/weather/wildfire-smoke-new-york-trnd/index.html,Smoke from Western wildfires has blown thousands of miles to New York - CNN,"Smoke from severe wildfires burning on the West Coast has blown thousands of miles east, now reaching parts of the Midwest, Canada and upstate New York. ","weather, Smoke from Western wildfires has blown thousands of miles to New York - CNN",Smoke from Western wildfires has blown thousands of miles to New York," (CNN)Smoke from severe wildfires raging on the West Coast has blown thousands of miles east, reaching parts of the Midwest, Canada and upstate New York. The Western US has the worst air quality in the world, group saysAt least 35 people have died in the fires, the worst of which are burning in California, Oregon and Washington state. They've burned over 4.6 million acres in the West, devastating the environment and sullying air quality. Now, smoke from those fires has swept eastward in two large swaths: One has blown across the upper western US to Michigan and the Great Lakes region and over to Rochester, New York. The other has traveled across the southwest through Missouri, Illinois and Kentucky, ending in the Mid-Atlantic, according to the National Oceanic and Atmospheric Administration's Office of Satellite and Product Operations. Smoke from the Western wildfires has traveled thousands of miles east to the Midwest and even upstate New York, satellite images show.Light to medium smoke cover also blew east into Toronto and Ottawa in Canada, as well as north to Vancouver and northeast to Calgary in Western Canada. A narrow strip of land between both smoke paths was spared, including parts of Nevada, Utah and Colorado. The haze hasn't impacted air quality in most of the eastern US. From North Dakota to New York, air quality is still considered ""good"" in areas where smoke has traveled. Air quality is still hazardous in parts of California, Oregon and Washington, according to AirNow, an air quality database maintained by government agencies including NOAA, the Environmental Protection Agency and the Centers for Disease Control and Prevention.   Read MoreThis year's fire season is unprecedented in scale and severity. There are currently 87 large wildfires actively burning in 10 states, according to the National Interagency Fire Center, and over 3 million acres have burned in California alone.There could be far worse disasters on the horizon. Climate scientists warn that as global temperatures increase, so will the prevalence of catastrophic wildfires. Hot and dry conditions, conducive for wildfires, are already becoming the norm -- it's up to humans to mitigate the activity that has accelerated climate change, scientists say. CNN's Judson Jones and Drew Kann contributed to this report. ",370
126,1024,"Christopher Dawson, CNN",2015-01-06 17:37:20,news,world,https://www.cnn.com/2015/01/06/world/iyw-syria-resource-list/index.html,Help refugees survive the Syrian conflict - CNN,"In 2011, more than 3 million people lived in the Syrian city of Aleppo. Then the bombs came. Here are ways you can help.","world, Help refugees survive the Syrian conflict - CNN",Help Syrians survive the conflict," (CNN)In 2011, the peaceful uprising in Syria spiraled into civil war, quickly becoming one of the bloodiest conflicts in the world today. You can aid the civilians struggling to survive in Syria -- with food, shelter, medical aid and other basic needs.The United Nations estimates that 6 million civilians are internally displaced, desperate to find safety in the destroyed cities, facing the constant threat of gunfire in the streets and bombs from the skies.JUST WATCHEDCitizens fleeing underground in Syria  ReplayMore Videos ...MUST WATCHCitizens fleeing underground in Syria   02:28More than 5 million Syrians who have fled the country face uncertainty as well. Syrian refugees also attempt the dangerous crossing of the Mediterranean Sea, seeking refuge in Europe. The United Nations High Commissioner for Refugees (UNHCR) reports that in 2017, 172,301 refugees and migrants from Syria and other countries made this perilous journey. They also report that 3,119 refugees did not survive.Read MoreTo help organizations providing life saving assistance to both migrants and refugees attempting this crossing, click here.                                                                                                                                                             ",167
127,1339,"Blake Ellis and Melanie Hicken, CNN",2021-06-14 10:59:00,business,business,https://www.cnn.com/2021/06/14/business/amazonbasics-cpsc-investigation-invs/index.html,"Federal safety regulators investigating AmazonBasics products highlighted in CNN report 
 - CNN","The federal agency responsible for overseeing consumer product safety is investigating Amazon branded electronic products highlighted in a CNN investigation last year, according to records and interviews. ","business, Federal safety regulators investigating AmazonBasics products highlighted in CNN report 
 - CNN",Federal safety regulators investigating AmazonBasics products highlighted in CNN report ," (CNN)The federal agency responsible for overseeing consumer product safety is investigating Amazon-branded electronic products highlighted in a CNN investigation last year, according to records and interviews. CNN reported last year that dozens of AmazonBasics electronics remained for sale on Amazon.com, despite customers reporting the products had melted, exploded or burst into flames. Lawmakers immediately called on the company to investigate and recall any electronics posing dangers to customers.Dozens of Amazon's own products have been reported as dangerous -- melting, exploding or even bursting into flames. Many are still on the market Now, at least eight of the items highlighted in CNN's investigation are being reviewed by the Consumer Product Safety Commission, according to letters CNN received from the agency in response to public records requests. Among the products are surge protectors, phone charging cords, a patio heater, battery charger and a voice-activated microwave that consumers reported had caught fire. The CPSC would not say how many products are under review or what safety concerns are being examined. It also rejected CNN's request for records about the AmazonBasics products, citing the pending investigations.     

Matt Citro says that he sent back his charred surge protector so that it could be investigated by Amazon. He never heard anything back, but did receive a payment to cover damage to his home. (Courtesy Matt Citro)One customer who told CNN last year about how his surge protector had turned into what resembled a ""blowtorch"" and started a fire in his home confirmed to reporters that the CPSC contacted him for the first time in February to learn more about his experience. Read MoreJUST WATCHEDDozens of AmazonBasics product are flagged as dangerous, but many are still being sold (2020)ReplayMore Videos ...MUST WATCHDozens of AmazonBasics product are flagged as dangerous, but many are still being sold (2020) 04:23He had posted a review about the fire back in 2018 and received a roughly $1,500 payment to cover damage to his home in a settlement in which Amazon denied any liability. Yet CNN found that Amazon continued to sell the surge protector for nearly two years after that review was posted — even though more than 40 customers had also reported the product was a fire hazard, caused damage to their home or belongings or described other dangers.



What should we investigate next?

Email us: watchdog@cnn.com.


Amazon pulled the item from its site in 2019, weeks after CNN began looking into it, but did not appear to provide any notification to customers, including to the reporters who purchased the device. And the company did not post any message on its site about why it was taken down.Amazon declined to comment on the CPSC investigations, only saying that it continues to evaluate every report of a potential safety concern and take appropriate action and that none of the products featured in CNN's investigation have been recalled or discontinued for safety reasons. ",480
128,1385,"Curt Devine and Scott Bronstein, CNN",2021-01-10 21:53:09,politics,politics,https://www.cnn.com/2021/01/10/politics/man-camp-auschwitz-sweatshirt-capitol-riot-identified/index.html,Robert Keith Packer: Man in 'Camp Auschwitz' sweatshirt during Capitol riot identified - CNNPolitics,"A rioter who stormed the US Capitol Wednesday wearing a sweatshirt emblazoned with the phrase ""Camp Auschwitz"" has been identified as Robert Keith Packer of Virginia, according to three sources who spoke with CNN.","politics, Robert Keith Packer: Man in 'Camp Auschwitz' sweatshirt during Capitol riot identified - CNNPolitics",Man in 'Camp Auschwitz' sweatshirt during Capitol riot identified," (CNN)A rioter who stormed the US Capitol Wednesday wearing a sweatshirt emblazoned with the phrase ""Camp Auschwitz"" has been identified as Robert Keith Packer of Virginia, according to three sources who spoke with CNN.An image of Packer inside the Capitol, whose sweatshirt bore the name of the Nazi concentration camp where about 1.1 million people were killed during World War II, has evoked shock and disbelief on social media. The bottom of his shirt stated, ""Work brings freedom,"" which is the rough translation of the phrase ""Arbeit macht frei"" that was on the concentration camp's gates.A rioter wearing a sweatshirt with the phrase ""Camp Auschwitz"" has been identified as Robert Keith Packer of Virginia, according to three sources who spoke to CNN.Packer did not respond to CNN's requests for comment.One Virginia resident, who spoke to CNN on the condition of anonymity due to the sensitivity of the matter, described Packer as a long-time extremist who has had run-ins with the law. Man seen chasing Black Capitol police officer in video faces charges""He's been always extreme and very vocal about his beliefs,"" the resident said.Read MoreAnother source familiar with Packer described him as an ""off-beat"" character who has expressed frustrations with the government, though this source did not recall Packer ever talking about President Donald Trump or false allegations of voter fraud.A third source said Packer previously worked as a welder and pipe-fitter.Virginia court records show that Packer has a criminal history that includes three convictions for driving under the influence and a felony conviction for forging public records. In 2016, he was charged for allegedly trespassing, though that case was dismissed. CNN's Drew Griffin and Paul Murphy contributed to this report.",281
129,1394,"Nic Robertson and Eoin McSweeney, CNN",2021-01-31 18:13:10,news,uk,https://www.cnn.com/2021/01/31/uk/tom-moore-covid-intl/index.html,100-year-old UK fundraising hero Tom Moore hospitalized with Covid-19 - CNN,"Tom Moore, the World War II veteran who raised millions for a British charity supporting the UK's National Health Service by walking laps of his garden before his 100th birthday, has been hospitalized with Covid-19 and pneumonia, his daughter Hannah said on Twitter Sunday.","uk, 100-year-old UK fundraising hero Tom Moore hospitalized with Covid-19 - CNN",100-year-old UK fundraising hero Tom Moore hospitalized with Covid-19," (CNN)Tom Moore, the World War II veteran who raised millions for a British charity supporting the UK's National Health Service by walking laps of his garden before his 100th birthday, has been hospitalized with Covid-19 and pneumonia, his daughter Hannah said on Twitter Sunday.Queen knights 100-year-old veteran Captain Tom Moore, who raised millions for NHS Moore became a national celebrity and was knighted by Queen Elizabeth II in July after raising nearly £33 million ($40 million at the time).Moore was taken to a hospital on Sunday because of breathing problems after being treated for pneumonia for the last few weeks, his daughter said, adding that he was not in intensive care.""The medical care he has received in the last few weeks has been remarkable and we know that the wonderful staff at Bedford Hospital will do all they can to make him comfortable and hopefully return home as soon as possible,"" she said. pic.twitter.com/MN6cZzxEaw— Captain Tom Moore (@captaintommoore) January 31, 2021

Moore was accompanied to the knighting ceremony in July by his daughter, son-in-law Colin Ingram, grandson Benji and graddaughter Georgia, according to PA Media. Read More""I could never have imagined this would happen to me. It is such a huge honour and I am very much looking forward to meeting Her Majesty The Queen,"" he said at the time. ""It is going to be the most special of days for me.""""If I kneel down I'll never get up again,"" he added as he left his home for Windsor Castle.Moore, who rose to the rank of captain during his military career, was promoted to honorary colonel in recognition of his efforts.From royal splits to PR crises, Queen Elizabeth had a rough 2020. But the pandemic gave her renewed relevance.Prime Minister Boris Johnson personally recommended to the Queen that Moore should be exceptionally honored, according to a Downing Street press release at the time.""Colonel Tom's fantastic fundraising broke records, inspired the whole country and provided us all with a beacon of light through the fog of coronavirus,"" Johnson said in the release.",341
130,1395,"Ben Church, CNN",2021-01-31 13:21:47,sport,football,https://www.cnn.com/2021/01/31/football/palmeiras-copa-libertadores-covid-19-celebrate-spt-intl/index.html,Copa Libertadores: Palmeiras fans gather to celebrate dramatic win  - CNN,Palmeiras fans ignored social distancing rules and gathered in large groups to celebrate the Brazilian team's dramatic victory in the Copa Libertadores on Saturday.,"football, Copa Libertadores: Palmeiras fans gather to celebrate dramatic win  - CNN",Palmeiras fans gather to celebrate dramatic Copa Libertadores win despite the pandemic ," (CNN)Palmeiras fans ignored social distancing rules and gathered in large groups to celebrate the Brazilian team's dramatic victory in the Copa Libertadores on Saturday.Only 5,000 invited guests were permitted into Rio de Janeiro's iconic Maracana stadium to watch the match but that didn't stop supporters from partying into the night back in the team's home city of Sao Paulo.  Despite lockdown measures, pictures show supporters, many without a mask, hugging and dancing in the streets after substitute Breno Lopes scored a dramatic stoppage-time header to secure a 1-0 win over Santos. Fireworks were set off as the team returned home in the early hours of Sunday. There have so far been 9,176,975 confirmed cases of Covid-19 in Brazil with 223,945 virus-related deaths, according to Johns Hopkins University data. The country has the second-highest death toll in the world.Read MoreREAD: 'No hugs' in future as Premier League grapples with Covid-19 spikePalmeiras fans celebrate in Sao Paulo after the Copa Libertadores final. Palmeiras players celebrate with the limited number of fans allowed into the stadium. Famous winThere had been an increased police presence around the Maracana with authorities worried fans would gather outside for what has always been a passionate fixture.  The game itself only sprung into life during the closing stages with Santos seeing its manager, Cuca, sent off moments before Lopes' 99th-minute header sealed a famous victory for Palmeiras. The goal sparked delirious scenes with players running over to celebrate with those supporters allowed into the stadium. Palmeiras had not won the Copa Libertadores since 1999 and now qualifies for the Club World Cup in Qatar later this month, where it could face European champion Bayern Munich.On social media, the club dedicated its victory ""to all families who have lost a loved one and those who are still in the battle against Covid-19.""We express solidarity and condolences,"" it said. ",309
131,1396,"Eoin McSweeney and Arnaud Siad, CNN",2021-01-30 17:34:57,news,europe,https://www.cnn.com/2021/01/30/europe/fortune-french-village-nazi-intl/index.html,Austrian man leaves fortune in will to French village that hid his family from Nazis - CNN,An Austrian man who died in December has left an undisclosed fortune to the French village of Le Chambon-sur-Lignon to thank residents for hiding his family from Nazis during World War II. ,"europe, Austrian man leaves fortune in will to French village that hid his family from Nazis - CNN",Austrian man leaves fortune to French village that saved his family from Nazis," (CNN)An Austrian man who died in December has left an undisclosed fortune to the French village of Le Chambon-sur-Lignon to thank residents for hiding his family from Nazis during World War II. I witnessed the rise of Nazism firsthand. We must act now to protect American democracyErich Schwam, a Jewish refugee who arrived in the village with his mother and father in 1943, bequeathed a sum thought to be at least a few hundred thousand euro to the commune in south-central France, according to the notary in charge of his will.""We are extremely honored and we will use the sum according to Mr. Schwam's will,"" the town's deputy mayor, Denise Vallat, told CNN on Saturday.In the will, dated November 9, 2020, Schwam wrote that he wanted ""to thank them [the village residents] for the welcome many extended me in the field of education."" He asked for the money to be used to fund scholarships and schools in the village. Large contributions will also be made to three foundations supporting health workers, children with leukemia and animal rights, according to a press release from the town hall. Read MoreLe Chambon and nearby villages welcomed Jewish refugees, mostly children, after 1940, according to the town hall website. Barack Obama mentioned the village in his remarks at the Holocaust Days of Remembrance Ceremony in April 2009 and Yad Vashem, the World Holocaust Remembrance Center, awarded the commune the title of Righteous in 1990.A German man's Nazi grandfather took over a Jewish man's store. He tracked down his descendants to apologizeSchwam's father was a doctor and his mother helped establish a library at the Rivesaltes camp, one of many set up by the Vichy regime to imprison Jews. Thousands were transported from there to Auschwitz, according to the Jewish Virtual Library. Friedel Reiter, a young Swiss social worker who voluntarily helped refugees at the time, recorded the family's information and it is likely she helped move them to Le Chambon when the Rivesaltes camp shut down in 1942, said the town hall. When he was just 12, Schwam was taken into the care of Secours Suisse, a sub-sector of the Red Cross of Switzerland which specialized in helping children during the war, where his mother also worked. Schwam registered on a pharmacy course at the University of Leon in 1950, graduating in 1957. The town hall is unsure whether he returned to Le Chambon regularly and is appealing for more information about ""the little Viennese Jewish boy"" who was so generous more than 75 years later. ""We did not know Mr. Schwam, we are now trying to establish who he was and what happened to him here,"" said Vallat.",445
132,1397,"Arnaud Siad and Schams Elwazer, CNN",2021-01-30 18:21:27,news,uk,https://www.cnn.com/2021/01/30/uk/uk-asylum-center-blaze-arrests-gbr-intl/index.html,Five men arrested after asylum center set ablaze in UK - CNN,"Five men have been arrested in connection with a fire ""believed to have been started deliberately"" at a UK asylum facility on Friday.","uk, Five men arrested after asylum center set ablaze in UK - CNN",Five men arrested after asylum center set ablaze in UK,"London (CNN)Five men have been arrested in connection with a fire ""believed to have been started deliberately"" at a UK asylum facility on Friday.The fire broke out on Friday at the Napier Barracks, a decommissioned military complex that now houses asylum-seekers and has been at the center of a recent row between Home Secretary Priti Patel and refugee charities who have called on her to close the facility.Napier barracks suffered a fire believed to have been started deliberately.Charities have claimed that the estimated 400 asylum-seekers at the facility have been living in poor conditions in overcrowded dormitories and that a recent Covid-19 outbreak has infected at least 120 people, PA Media reported.Kent police Saturday said enquiries into the incident were continuing and that ""no serious injuries were reported as a result of the incident, however a significant amount of damage was caused to one part of the site following a fire -- which is believed to have been started deliberately.""On Friday, the home secretary took to Twitter to condemn the ""shocking scenes"" from Napier Barracks where the Home Office said windows were smashed and a building set on fire.Read More""The damage and destruction at Napier Barracks is not only appalling but deeply offensive to the taxpayers of this country who are providing accommodation while asylum claims are being processed,"" Patel tweeted.""This site has previously accommodated our brave soldiers and army personnel -- it is an insult to say that it is not good enough for these individuals,"" she added.Patel's comments drew some criticism, with the founder of one refugee charity saying the home secretary ""should be ashamed of herself"" for so quickly pointing the finger at asylum-seekers.""For a British home secretary to accuse and castigate ordinary people when the facts of this incident are not yet even known is shocking and disturbing,"" Clare Mosley, founder of the charity Care4Calais, said in statement sent to CNN.""This is not simply a careless, off-the-cuff emotional response. It is a misleading, opportunistic smoke screen concocted to deflect attention from the multiple warnings she has had about what was clearly going to happen at Napier barracks,"" Mosley added.Care4Calais, in a Facebook post on Friday, said Napier residents they had spoken to ""tell us they are simply terrified.""""Their future remains uncertain and today's events create more distress and fear,"" it added.",385
133,1398,"Ben Church, CNN",2021-01-30 16:53:07,sport,football,https://www.cnn.com/2021/01/30/football/chelsea-reece-james-racism-social-media-spt-intl/index.html,Reece James: Chelsea left 'disgusted' by online racism directed at defender - CNN,Chelsea has called on social media platforms to do more to tackle racism online after defender Reece James was subject to abuse on Friday. ,"football, Reece James: Chelsea left 'disgusted' by online racism directed at defender - CNN",Chelsea left 'disgusted' by online racism directed at Reece James and calls for more action," (CNN)Chelsea has called on social media platforms to do more to tackle racism online after defender Reece James was subject to abuse on Friday. The 21-year-old said ""something needs to change"" after he posted a screenshot of abusive messages he received via Instagram.His club said it was ""disgusted"" by the abuse and condemned all forms of discrimination. ""In sport, as in wider society, we must create a social media environment where hateful and discriminatory actions are as unacceptable online as they would be on the street,"" read a statement on the club's website. ""We add our voice to those urging social media platforms and regulatory authorities to take stronger, more effective and more urgent action against this despicable behaviour.Read More""Something needs to change and it needs to change now.""It comes just days after Manchester United duo Anthony Martial and Axel Tuanzebe were also targeted online, with a number of racist comments and symbols appearing on old photos on Instagram.READ: Football's fight against racism and discrimination is only just beginningReece James playing for Chelsea this season'We all have a part to play'James received support from players on social media and called for everyone to take a stand. ""We all have a part to play in making this world a better & more equal place! Racism is completely unacceptable! Human is our only race,"" he wrote on Twitter. 'Go back to where you came from': Cricket fan details allegations of racial abuse by staff and supportersCNN reached out to Twitter, Facebook and Instagram regarding the latest incident but none was immediately available for comment. Last year, Facebook and Instagram announced they would set up a team to fight racism on their platforms and assess racial bias in their algorithms.""Racism is not tolerated on Facebook and Instagram,"" a Facebook spokesperson told CNN after similar incidents in 2020.""When we find content that breaks our guidelines we will remove it and we will ban those who repeatedly break the rules.""The English Premier League has continued to oppose racism, and teams have been taking a knee ahead of matches in solidarity. English football's governing body, The FA, also said it stood ""united with all of football in our abhorrence of any racist abuse.""""This is not acceptable in any part of society. We will continue to work with the rest of the game, the government and social media platforms to remove this -- and all elements of -- discrimination from our sport,"" it wrote on Twitter.The UK government met with former and current players last week to discuss tackling discriminatory abuse online. ",425
134,1403,"Alaa Elassar, CNN",2021-01-30 07:59:34,news,uk,https://www.cnn.com/2021/01/30/uk/freddy-tallest-dog-died-great-dane-trnd/index.html,"Freddy the Great Dane, the tallest dog in the world, has died - CNN","Freddy, a Great Dane celebrated by Guinness World Records as the tallest dog in the world, has died.","uk, Freddy the Great Dane, the tallest dog in the world, has died - CNN","Freddy the Great Dane, the tallest dog in the world, has died"," (CNN)Freddy, a Great Dane celebrated by Guinness World Records as the tallest dog in the world, has died.The pooch, who lived in Essex, England, with his owner Claire Stoneman, measured 3 feet and 4 inches (103.5 cm) from foot to withers, or the highest spot on a dog's back. When standing, he towered over people at a massive 7 feet and 5.5 inches tall (226 cm).Height-wise, Freddy stood somewhere in between NBA greats LeBron James and Shaquille O'Neal.The dog lived to be 8 and a half years old, Guinness World Records said Wednesday. Most Great Danes live between eight to 10 years, according to the American Kennel Club. ""He was my life. My reason. My joy. My annoyance,"" Claire Stoneman told Guinness World Records. ""My happiness and my ultimate sadness. He was my heart Dane. My one-in-a-million and loved by the entire world.""Freddy the Great Dane, left, with owner Claire Stoneman and his sister Fleur.Read More""He was not just the tallest dog but the dog with the most love and the biggest heart. A total soppy bugger who was hand-fed,"" she added.Freddy was once the runt of his litter and wasn't even able to feed off his mom, according to Stoneman, who said she had adopted him weeks earlier than she should have.""Freddy was such a gentle giant, and it was always a pleasure to see him bounding towards you,"" Guinness World Records' editor-in-chief Craig Glenday said in a statement.""I still can barely believe that he was the runt of the litter. Freddy brought a smile to everyone's face and will be missed by everyone at Guinness World Records. I'm just pleased that we got the chance to celebrate his record-breaking immensity in the books and share his story with millions of people around the world.""Stoneman later said in a Facebook post she has been ""fighting the tears that won't stop falling,"" but finds comfort in knowing how much Freddy was loved.",322
135,1404,"Ben Westcott, CNN",2021-01-29 09:04:07,sport,sport,https://www.cnn.com/2021/01/29/sport/australian-open-adelaide-exhibition-crowds-intl-hnk/index.html,Australian Open: Maskless crowds pack tennis exhibition in Covid-free Adelaide - CNN,Thousands of cheering fans packed the stands on Friday to watch some of tennis' biggest stars warm up for the Australian Open -- with hardly a face mask to be seen. ,"sport, Australian Open: Maskless crowds pack tennis exhibition in Covid-free Adelaide - CNN",Maskless crowds pack Australian Open tennis exhibition in Covid-free Adelaide," (CNN)Thousands of cheering fans packed the stands on Friday to watch some of tennis' biggest stars warm up for the Australian Open -- with hardly a face mask to be seen. In an unusual scene for the coronavirus pandemic, the 4,000 crowd sat cheek by jowl as big hitters including Rafael Nadal, Serena Williams and Naomi Osaka emerged from their 14-day quarantine to play exhibition matches ahead of the first grand slam of the year in Melbourne next month. The scene prompted joy on social media.""It makes my heart full seeing fans in the stands. Well done Australia!""  former world No.1 men's player Andy Roddick said on his Twitter account.General view  of match between Serena Williams of the USA and Naomi Osaka of Japan during an exhibition tournament at Memorial Drive on January 29 in Adelaide, Australia.Australia has now had 12 days without a local infection in any of its states or territories, Health Minister Greg Hunt said at a news conference on Friday.Read More""That's a testament (not just) to the work of our medical professionals, our public health teams, but Australians everywhere for the way in which they've observed the distancing requirements, the way they have protected each other, the way that they've come out for testing,"" Hunt told reporters.Australia's tough approach to the coronavirus has been controversial ahead of the Open, with some players arriving from overseas frustrated to find themselves in quarantine.Serena Williams of the USA  elbow bumps with Naomi Osaka of Japan after their match during an exhibition tournament at Memorial Drive on January 29, 2021 in Adelaide, Australia.Some took to social media to complain while others issued lists of demands to Australian authorities. But speaking to CNN from quarantine earlier this week, Nadal said that his fellow stars should have a ""wider perspective.""""I feel very sorry for all of them but when we came here, we knew that the measures were going to be strict because we knew that the country is doing great with the pandemic,"" Nadal told CNN's Christiane Amanpour on Tuesday.To date, Australia has reported 28,800 confirmed cases of the coronavirus, including 909 deaths.The Australian Open will begin on February 8 in Melbourne and run for two weeks. Friday's exhibition matches were the official curtain raiser for the international tennis competition, and saw Williams and Novak Djokovic win hard fought matches.",389
